Original Title,Title on Google Scholar,DOI,Year,Citation Link,Citation Counts on Google Scholar
Resisting Disciplines: Repositioning Media Studies in the University,[CITATION] Resisting disciplines: Repositioning media studies in the university,10.1111/j.1468-2885.1995.tb00102.x,1995,"https://scholar.google.com/scholar?cites=9880826669181209000&as_sdt=5,50&sciodt=0,50&hl=en",38
"No Respect? Disciplinarity and Media Studies in Communication
Feminist Communication Scholarship and “the Woman Question” in the Academy",[CITATION] No Respect? Disciplinarity and Media Studies in Communication Introduction: For The Study of Communication and Against the Discipline of …,10.1111/j.1468-2885.1995.tb00103.x,1995,"https://scholar.google.com/scholar?cites=5472971096905508365&as_sdt=5,50&sciodt=0,50&hl=en",29
"No Respect? Disciplinarity and Media Studies in Communication
Media Communications vs. Cultural Studies: Overcoming the Divide",[CITATION] No Respect? Disciplinarity and Media Studies in Communication Introduction: For The Study of Communication and Against the Discipline of …,10.1111/j.1468-2885.1995.tb00104.x,1995,"https://scholar.google.com/scholar?cites=5472971096905508365&as_sdt=5,50&sciodt=0,50&hl=en",29
Shifting from a Heteronomous to an Autonomous Worldview of Organizational Communication: Communication Theory on the cusp,Shifting from a heteronomous to an autonomous worldview of organizational communication: Communication theory on the cusp,10.1111/j.1468-2885.1995.tb00096.x,1995,"https://scholar.google.com/scholar?cites=9929172790323354773&as_sdt=5,50&sciodt=0,50&hl=en",118
Tv Talk Shows as Therapeutic Discourse: The Ideological Labor of the Televised Talking Cure,TV talk shows as therapeutic discourse: The ideological labor of the televised talking cure,10.1111/j.1468-2885.1995.tb00098.x,1995,"https://scholar.google.com/scholar?cites=5060168444635715290&as_sdt=5,50&sciodt=0,50&hl=en",163
In Defense of Symbolic Convergence Theory: A Look at the Theory and Its Criticisms after Two Decades,In defense of symbolic convergence theory: A look at the theory and its criticisms after two decades,10.1111/j.1468-2885.1994.tb00093.x,1994,"https://scholar.google.com/scholar?cites=3069293216321311276&as_sdt=5,50&sciodt=0,50&hl=en",172
Rethinkin the Study of Fear Appeals: An Emotional Perspective,Rethinkin the study of fear appeals: An emotional perspective,10.1111/j.1468-2885.1994.tb00094.x,1994,"https://scholar.google.com/scholar?cites=16844759879388712269&as_sdt=5,50&sciodt=0,50&hl=en",262
"Perceived Networks, Activity Foci, and Observable Communication in Social Collectives","Perceived networks, activity foci, and observable communication in social collectives",10.1111/j.1468-2885.1994.tb00089.x,1994,"https://scholar.google.com/scholar?cites=16441378947804827507&as_sdt=5,50&sciodt=0,50&hl=en",139
"Communication in the Shifting Context of Intimacy: Marriage, Meaning, and Modernity","Communication in the shifting context of intimacy: Marriage, meaning, and modernity",10.1111/j.1468-2885.1994.tb00090.x,1994,"https://scholar.google.com/scholar?cites=6142564666539324010&as_sdt=5,50&sciodt=0,50&hl=en",33
"Culture, Communication, and Preferences for Directness in Expression of Directives","Culture, communication, and preferences for directness in expression of directives",10.1111/j.1468-2885.1994.tb00091.x,1994,"https://scholar.google.com/scholar?cites=11464457349014295623&as_sdt=5,50&sciodt=0,50&hl=en",78
Communication and Sociocultural Evolution in Organizations and Organizational Populations,Communication and sociocultural evolution in organizations and organizational populations,10.1111/j.1468-2885.1994.tb00085.x,1994,"https://scholar.google.com/scholar?cites=3363417786582753248&as_sdt=5,50&sciodt=0,50&hl=en",31
Distinctions between Everyday and Representational Communication,Distinctions between everyday and representational communication,10.1111/j.1468-2885.1994.tb00086.x,1994,"https://scholar.google.com/scholar?cites=14685873486752031302&as_sdt=5,50&sciodt=0,50&hl=en",24
A Critique of Critical Discourse Analysis: Deconstructing and Reconstructing the Role of Intention,A critique of critical discourse analysis: Deconstructing and reconstructing the role of intention,10.1111/j.1468-2885.1994.tb00087.x,1994,"https://scholar.google.com/scholar?cites=3214396849333442559&as_sdt=5,50&sciodt=0,50&hl=en",39
Classifying Compliance Gaining Messages: Taxonomic Disorder and Strategic Confusion,Classifying compliance gaining messages: Taxonomic disorder and strategic confusion,10.1111/j.1468-2885.1994.tb00081.x,1994,"https://scholar.google.com/scholar?cites=2101001431629420094&as_sdt=5,50&sciodt=0,50&hl=en",232
Visual “Literacy”: A Theoretical Synthesis,Visual “literacy”: A theoretical synthesis,10.1111/j.1468-2885.1993.tb00075.x,1993,"https://scholar.google.com/scholar?cites=938246829334384859&as_sdt=5,50&sciodt=0,50&hl=en",47
Adaptation in Dyadic Interaction: Defining and Operationalizing Patterns of Reciprocity and Compensation,Adaptation in dyadic interaction: Defining and operationalizing patterns of reciprocity and compensation,10.1111/j.1468-2885.1993.tb00076.x,1993,"https://scholar.google.com/scholar?cites=2330543506953915619&as_sdt=5,50&sciodt=0,50&hl=en",152
The Three Paradigms of Mass Media Research in Mainstream Communication Journals,The three paradigms of mass media research in mainstream communication journals,10.1111/j.1468-2885.1993.tb00077.x,1993,"https://scholar.google.com/scholar?cites=6385291735080411191&as_sdt=5,50&sciodt=0,50&hl=en",168
Visual “Literacy”: A Theoretical Synthesis,Visual “Literacy”: A Theoretical Synthesis,10.1111/j.1468-2885.1993.tb00078.x,1993,"https://scholar.google.com/scholar?q=related:kBZt-YcEa64J:scholar.google.com/&scioq=Visual+%E2%80%9CLiteracy%E2%80%9D:+A+Theoretical+Synthesis,+Communication+Theory,+Richard+E.+Petty&hl=en&as_sdt=0,50",0
Semantic Connectivity: An Approach for Analyzing Symbols in Semantic Networks,Semantic connectivity: An approach for analyzing symbols in semantic networks,10.1111/j.1468-2885.1993.tb00070.x,1993,"https://scholar.google.com/scholar?cites=3141796926286474834&as_sdt=5,50&sciodt=0,50&hl=en",228
A Pragmatist Account of Participatory Communication Research for National Development,A pragmatist account of participatory communication research for national development,10.1111/j.1468-2885.1993.tb00071.x,1993,"https://scholar.google.com/scholar?cites=1721108764531948638&as_sdt=5,50&sciodt=0,50&hl=en",57
"Articulating Meaning: Reconceptions of the Meaning Process, Fantasy/Reality, and Identity in Leisure Activities","Articulating meaning: Reconceptions of the meaning process, fantasy/reality, and identity in leisure activities",10.1111/j.1468-2885.1993.tb00072.x,1993,"https://scholar.google.com/scholar?cites=14501251306935944942&as_sdt=5,50&sciodt=0,50&hl=en",41
Punctuation in the Constitution of Public Identities: Primary and Secondary Sequences in the Scopes Trial,Punctuation in the constitution of public identities: Primary and secondary sequences in the Scopes trial,10.1111/j.1468-2885.1993.tb00060.x,1993,"https://scholar.google.com/scholar?cites=1140887297002133579&as_sdt=5,50&sciodt=0,50&hl=en",6
Structural Coupling: Simultaneity and Difference Between Communication and Thought,Structural coupling: Simultaneity and difference between communication and thought,10.1111/j.1468-2885.1993.tb00061.x,1993,"https://scholar.google.com/scholar?cites=3150305169419579767&as_sdt=5,50&sciodt=0,50&hl=en",25
"“The Future Is Not What It Used to Be”1: Gender, History, and Communication Studies","[PDF] “The Future Is Not What It Used to Be”1: Gender, History, and Communication Studies",10.1111/j.1468-2885.1993.tb00063.x,1993,"https://scholar.google.com/scholar?cites=17417082766865235203&as_sdt=5,50&sciodt=0,50&hl=en",31
Theory and History,[PDF] Theory and history,10.1111/j.1468-2885.1993.tb00064.x,1993,"https://scholar.google.com/scholar?cites=13275838949256836269&as_sdt=5,50&sciodt=0,50&hl=en",28
The Dialectic of Memory and Forgetting in Histories of Rhetoric,[CITATION] The dialectic of memory and forgetting in histories of rhetoric,10.1111/j.1468-2885.1993.tb00065.x,1993,"https://scholar.google.com/scholar?cites=4548806528868775297&as_sdt=5,50&sciodt=0,50&hl=en",2
"Interpersonal Communication, Theory, and History","[PDF] Interpersonal communication, theory, and history",10.1111/j.1468-2885.1993.tb00066.x,1993,"https://scholar.google.com/scholar?cites=5495520817745784409&as_sdt=5,50&sciodt=0,50&hl=en",10
Dueling Structures: The Theory of Resistance in Discourse,Dueling structures: The theory of resistance in discourse,10.1111/j.1468-2885.1993.tb00053.x,1993,"https://scholar.google.com/scholar?cites=1211770029570859293&as_sdt=5,50&sciodt=0,50&hl=en",69
An Action Assembly Perspective on Social Skill,An action assembly perspective on social skill,10.1111/j.1468-2885.1993.tb00054.x,1993,"https://scholar.google.com/scholar?cites=10882605405139589781&as_sdt=5,50&sciodt=0,50&hl=en",66
The Elaboration Likelihood Model as a Theory of Attitude Formation: A Mathematical Analysis,The elaboration likelihood model as a theory of attitude formation: A mathematical analysis,10.1111/j.1468-2885.1993.tb00056_3_1.x,1993,"https://scholar.google.com/scholar?cites=15224084506186343290&as_sdt=5,50&sciodt=0,50&hl=en",105
Specifying Causal Relationships in the Elaboration Likelihood Model,[CITATION] Specifying causal relationships in the elaboration likelihood model,10.1111/j.1468-2885.1993.tb00057.x,1993,"https://scholar.google.com/scholar?cites=5158863743505853194&as_sdt=5,50&sciodt=0,50&hl=en",92
The Elaboration Likelihood Model and the Sleeper Effect: An Assessment of Attitude Change over Time,[CITATION] The elaboration likelihood model and the sleeper effect: An assessment of attitude change over time,10.1111/j.1468-2885.1993.tb00058.x,1993,"https://scholar.google.com/scholar?cites=10705437591322140057&as_sdt=5,50&sciodt=0,50&hl=en",46
Lists and Stories as OrganizationaI Communication,Lists and stories as organizationaI communication,10.1111/j.1468-2885.1992.tb00045.x,1992,"https://scholar.google.com/scholar?cites=15136434904206353884&as_sdt=5,50&sciodt=0,50&hl=en",211
The Ecology of Games Shaping Telecommunications Policy,The ecology of games shaping telecommunications policy,10.1111/j.1468-2885.1992.tb00046.x,1992,"https://scholar.google.com/scholar?cites=12529781142771263792&as_sdt=5,50&sciodt=0,50&hl=en",85
One Philosophical Dimension of Social Approaches to Interpersonal Communication,[CITATION] One philosophical dimension of social approaches to interpersonal communication,10.1111/j.1468-2885.1992.tb00049.x,1992,"https://scholar.google.com/scholar?cites=11327239796127193370&as_sdt=5,50&sciodt=0,50&hl=en",15
Feminist Facts1: Interview Strategies and Political Subjects in Ethnography,Feminist Facts1: Interview Strategies and Political Subjects in Ethnography,10.1111/j.1468-2885.1992.tb00038.x,1992,"https://scholar.google.com/scholar?cites=6069221899692627954&as_sdt=5,50&sciodt=0,50&hl=en",141
The Force of Myth on Popular Narratives: The Case of Melodramatic Serials,The force of myth on popular narratives: The case of melodramatic serials,10.1111/j.1468-2885.1992.tb00039.x,1992,"https://scholar.google.com/scholar?cites=15022771317145752985&as_sdt=5,50&sciodt=0,50&hl=en",53
Rereading Stuart Hall's Encoding/Decoding Model,Rereading Stuart Hall's encoding/decoding model,10.1111/j.1468-2885.1992.tb00040.x,1992,"https://scholar.google.com/scholar?cites=8810107791986083150&as_sdt=5,50&sciodt=0,50&hl=en",96
Good Theory and Good Practice: An Argument in Progress,Good theory and good practice: An argument in progress,10.1111/j.1468-2885.1992.tb00041.x,1992,"https://scholar.google.com/scholar?cites=11596303901828914197&as_sdt=5,50&sciodt=0,50&hl=en",94
What is Communication?,What is communication?,10.1111/j.1468-2885.1992.tb00042.x,1992,"https://scholar.google.com/scholar?cites=16020315749474884386&as_sdt=5,50&sciodt=0,50&hl=en",1151
"Communication and Problematic Integration: Understanding Diverging Probability and Value, Ambiguity, Ambivalence, and Impossibility","Communication and problematic integration: Understanding diverging probability and value, ambiguity, ambivalence, and impossibility",10.1111/j.1468-2885.1992.tb00031.x,1992,"https://scholar.google.com/scholar?cites=17053849481778060920&as_sdt=5,50&sciodt=0,50&hl=en",290
Deconstructing the Person and Changing the Subject of Interpersonal Studies,[CITATION] Deconstructing the person and changing the subject of interpersonal studies,10.1111/j.1468-2885.1992.tb00033.x,1992,"https://scholar.google.com/scholar?cites=2948399813275853949&as_sdt=5,50&sciodt=0,50&hl=en",52
"Communication, Rapport, and the Interview: A Social Perspective","[PDF] Communication, rapport, and the interview: A social perspective",10.1111/j.1468-2885.1992.tb00034.x,1992,"https://scholar.google.com/scholar?cites=12500429326035036175&as_sdt=5,50&sciodt=0,50&hl=en",92
A Role for Communication Theory in Ethnography and Cultural Analysis,[CITATION] A role for communication theory in ethnography and cultural analysis,10.1111/j.1468-2885.1992.tb00035.x,1992,"https://scholar.google.com/scholar?cites=15844044812283064516&as_sdt=5,50&sciodt=0,50&hl=en",127
Personal Narrative as a Social Approach to Interpersonal Communication,[PDF] Personal narrative as a social approach to interpersonal communication,10.1111/j.1468-2885.1992.tb00036.x,1992,"https://scholar.google.com/scholar?cites=5679684196776062521&as_sdt=5,50&sciodt=0,50&hl=en",317
Syntactic and Pragmatic Codes in Communication,Syntactic and pragmatic codes in communication,10.1111/j.1468-2885.1992.tb00026.x,1992,"https://scholar.google.com/scholar?cites=2803866169273500457&as_sdt=5,50&sciodt=0,50&hl=en",42
Conversational Universals and Comparative Theory: Turning to Swedish and American Acknowledgment Tokens in Interaction,Conversational universals and comparative theory: Turning to Swedish and American acknowledgment tokens in interaction,10.1111/j.1468-2885.1992.tb00027.x,1992,"https://scholar.google.com/scholar?cites=9796280790462175631&as_sdt=5,50&sciodt=0,50&hl=en",40
