year,journal,authorPosition,countrypred,genderpred,racepred,afftypepred
1987,Human Communication Research,2,US,F,White,Education
1987,Human Communication Research,3,US,M,White,Education
1987,Human Communication Research,1,US,M,White,Education
1987,Human Communication Research,1,US,M,White,Education
1987,Human Communication Research,2,US,M,White,Education
1987,Human Communication Research,3,US,M,White,Education
1987,Human Communication Research,4,US,M,White,Education
1987,Human Communication Research,1,US,M,White,Education
1987,Human Communication Research,1,US,F,White,Education
1987,Human Communication Research,1,US,M,White,Education
1987,Human Communication Research,1,GB,F,Asian,Education
1986,Human Communication Research,1,US,M,Asian,Education
1986,Human Communication Research,1,US,M,White,Education
1986,Human Communication Research,1,US,M,White,Education
1986,Human Communication Research,2,US,M,White,Education
1986,Human Communication Research,1,US,F,White,Education
1986,Human Communication Research,2,US,M,White,Education
1986,Human Communication Research,3,US,M,White,Education
1986,Human Communication Research,1,US,M,White,Education
1986,Human Communication Research,2,US,M,White,Education
1986,Human Communication Research,1,US,F,White,Education
1986,Human Communication Research,2,US,M,White,Education
1986,Human Communication Research,1,US,M,White,Education
1986,Human Communication Research,1,US,M,White,Education
1986,Human Communication Research,1,US,M,White,Education
1986,Human Communication Research,2,US,M,White,Education
1986,Human Communication Research,1,US,F,White,Education
1986,Human Communication Research,1,US,M,White,Education
1986,Human Communication Research,2,US,F,White,Education
1986,Human Communication Research,1,US,M,White,Education
1986,Human Communication Research,2,US,F,White,Education
1986,Human Communication Research,3,US,M,White,Education
1986,Human Communication Research,1,US,F,White,Education
1986,Human Communication Research,2,US,F,White,Education
1986,Human Communication Research,1,US,M,White,Education
1986,Human Communication Research,2,US,F,White,Education
1986,Human Communication Research,3,US,M,White,Education
1986,Human Communication Research,1,US,M,White,Education
1986,Human Communication Research,2,JP,M,Asian,Education
1986,Human Communication Research,1,US,M,White,Education
1986,Human Communication Research,2,US,F,White,Education
1986,Human Communication Research,1,US,M,White,Education
1986,Human Communication Research,2,US,M,White,Education
1986,Human Communication Research,3,US,F,White,Education
1986,Human Communication Research,1,US,M,White,Education
1986,Human Communication Research,2,US,M,White,Education
1986,Human Communication Research,1,US,M,White,Education
1986,Human Communication Research,1,US,M,White,Education
1986,Human Communication Research,2,US,M,White,Education
1986,Human Communication Research,1,US,M,White,Education
1986,Human Communication Research,1,US,M,White,Education
1986,Human Communication Research,2,US,M,White,Education
1985,Human Communication Research,1,US,M,White,Education
1985,Human Communication Research,2,US,F,White,Education
1985,Human Communication Research,3,US,M,White,Education
1985,Human Communication Research,1,US,M,White,Education
1985,Human Communication Research,2,US,M,White,Education
1985,Human Communication Research,1,US,M,Asian,Education
1985,Human Communication Research,1,US,M,White,Non Education
1985,Human Communication Research,2,US,M,White,Education
1985,Human Communication Research,1,US,M,White,Education
1985,Human Communication Research,1,US,M,White,Education
1985,Human Communication Research,2,US,M,White,Education
1985,Human Communication Research,1,US,F,White,Education
1985,Human Communication Research,1,US,M,White,Education
1985,Human Communication Research,2,US,M,White,Education
1985,Human Communication Research,1,US,F,White,Education
1985,Human Communication Research,1,US,M,White,Education
1985,Human Communication Research,2,US,M,White,Education
1985,Human Communication Research,3,US,M,White,Education
1985,Human Communication Research,4,PH,M,White,Education
1985,Human Communication Research,1,US,M,White,Education
1985,Human Communication Research,1,US,M,White,Education
1985,Human Communication Research,2,US,F,White,Education
1985,Human Communication Research,1,US,M,White,Education
1985,Human Communication Research,2,US,M,White,Education
1985,Human Communication Research,1,US,F,White,Education
1985,Human Communication Research,2,US,M,White,Education
1985,Human Communication Research,1,US,F,White,Education
1985,Human Communication Research,1,US,M,White,Education
1985,Human Communication Research,2,US,M,White,Education
1985,Human Communication Research,3,US,F,White,Education
1985,Human Communication Research,4,GB,F,White,Education
1985,Human Communication Research,5,US,F,White,Education
1985,Human Communication Research,1,US,M,White,Education
1985,Human Communication Research,2,US,M,White,Education
1985,Human Communication Research,3,US,F,White,Education
1985,Human Communication Research,1,US,F,White,Non Education
1985,Human Communication Research,2,US,M,White,Education
1985,Human Communication Research,1,US,M,White,Education
1985,Human Communication Research,1,US,M,White,Education
1985,Human Communication Research,1,US,M,White,Education
1985,Human Communication Research,1,US,F,White,Education
1985,Human Communication Research,2,US,M,White,Education
1985,Human Communication Research,1,US,M,White,Education
1985,Human Communication Research,2,US,M,White,Education
1985,Human Communication Research,1,US,M,White,Education
1985,Human Communication Research,2,US,F,White,Education
1985,Human Communication Research,3,US,M,White,Education
1985,Human Communication Research,4,US,M,White,Education
1985,Human Communication Research,1,US,M,White,Education
1985,Human Communication Research,2,US,M,White,Education
1985,Human Communication Research,3,US,M,White,Education
1985,Human Communication Research,4,TW,F,Asian,Education
1985,Human Communication Research,1,US,F,White,Education
1985,Human Communication Research,2,US,M,White,Education
1985,Human Communication Research,1,US,M,White,Education
1985,Human Communication Research,2,US,F,White,Education
1985,Human Communication Research,3,US,M,White,Education
1985,Human Communication Research,4,US,F,White,Education
1985,Human Communication Research,1,US,M,White,Education
1985,Human Communication Research,2,US,M,Asian,Education
1985,Human Communication Research,3,JP,M,Asian,Education
1984,Human Communication Research,1,US,M,White,Education
1984,Human Communication Research,1,US,F,White,Education
1984,Human Communication Research,2,US,M,White,Education
1984,Human Communication Research,1,US,M,White,Education
1984,Human Communication Research,1,US,M,White,Education
1984,Human Communication Research,2,US,M,White,Education
1984,Human Communication Research,1,US,F,White,Education
1984,Human Communication Research,2,US,M,White,Education
1984,Human Communication Research,1,US,M,White,Education
1984,Human Communication Research,2,US,F,White,Education
1984,Human Communication Research,3,US,M,White,Education
1984,Human Communication Research,1,US,M,White,Education
1984,Human Communication Research,2,US,M,White,Education
1984,Human Communication Research,3,US,M,White,Education
1984,Human Communication Research,1,US,F,White,Education
1984,Human Communication Research,2,US,F,White,Education
1984,Human Communication Research,1,US,F,White,Education
1984,Human Communication Research,1,US,F,White,Education
1984,Human Communication Research,1,US,F,White,Education
1984,Human Communication Research,2,US,M,White,Education
1984,Human Communication Research,3,US,M,White,Education
1984,Human Communication Research,4,US,M,White,Education
1984,Human Communication Research,1,US,M,White,Education
1984,Human Communication Research,2,US,M,White,Education
1984,Human Communication Research,1,US,M,White,Education
1984,Human Communication Research,1,US,M,Asian,Education
1984,Human Communication Research,2,US,M,White,Education
1984,Human Communication Research,3,US,M,White,Education
1984,Human Communication Research,1,US,F,White,Education
1984,Human Communication Research,1,US,F,White,Education
1984,Human Communication Research,2,US,M,White,Education
1984,Human Communication Research,3,US,M,White,Education
1984,Human Communication Research,4,US,F,White,Education
1984,Human Communication Research,1,US,M,White,Education
1984,Human Communication Research,2,US,M,White,Education
1984,Human Communication Research,1,US,M,White,Education
1984,Human Communication Research,2,US,F,White,Non Education
