doi,url,title,journal,authorName,gscholarLink,firstName,gender,gender_prob,gender_basedon,genderAgree,gender_api,gender_accu,gender_samples,lastName,race,affiliation,ror_affname,ror_id,ror_afftype,us_state,ror_country
10.1111/j.1460-2466.1962.tb01522.x,https://academic.oup.com/joc/article/12/1/44/4587377,Effects of Delayed Sidetone and Speech Content on Elapsed Reading Time,Journal of Communication,Victor P. Gahwood,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Victor+Gahwood,Victor,male,0.99,94927,True,male,99,78043,Gahwood,white,"2 Victor P. Garwood (Ph.D., University of Michigan, 1952) is Professor of Speech (Audiology), University of Southern California (on Special Leave) and Special Research Fellow (NIH-NINDB) in Medical Audiology and Sensory Physiology, Developmental and Sensory Physiology Laboratory, Children's Hospital, Los Angeles",Korean Academy of Speech-Language Pathology and Audiology,https://ror.org/039dc8c42,Other,,KR
10.1111/j.1460-2466.1975.tb00653.x,https://academic.oup.com/joc/article/25/4/173/4553967,Vietnam Specials: Policy and Content,Journal of Communication,Thomas M. McNulty,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Thomas+McNulty,Thomas,male,0.99,176440,True,male,99,129177,Mcnulty,white,"1 Thomas M. McNulty is Assistant Professor of Speech Communication at Wayne State University, Detroit, Michigan",Wayne State University,https://ror.org/01070mq45,Education,Michigan,US
10.1111/j.1468-2885.2002.tb00264.x,https://academic.oup.com/ct/article/12/2/153/4110772,Audience Involvement and Entertainment-Education,Communication Theory,Suruchi Sood,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Suruchi+Sood,Suruchi,female,0.97,35,True,female,98,210,Sood,Asian,1 Suruchi Sood is a program evaluation officer II at the Johns Hopkins University Center for Communication Programs.,Johns Hopkins Center for Communication Programs,https://ror.org/05hs7zv85,Nonprofit,Maryland,US
10.1111/jcc4.12030,https://academic.oup.com/jcmc/article/19/1/38/4067499,The Contradictory Influence of Social Media Affordances on Online Communal Knowledge Sharing,Journal of Computer-Mediated Communication,Gerald C. Kane,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Gerald+Kane,Gerald,male,0.99,13923,True,male,99,11899,Kane,white,"3 Boston College, 140 Commonwealth Ave, Chestnut Hill, MA, 02467",Chestnut Hill College,https://ror.org/05bjd0w70,Education,Pennsylvania,US
10.1111/j.1083-6101.2006.00307.x,https://academic.oup.com/jcmc/article/11/4/1046/4617717,A Sign of the times: an Analysis of Organizational Members’ Email Signatures,Journal of Computer-Mediated Communication,Stephen A. Rains,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Stephen+Rains,Stephen,male,0.99,36980,True,male,99,46085,Rains,white,1 Department of Communication University of Arizona,Arizona Department of Education,https://ror.org/03yvcsz89,Government,Arizona,US
10.1111/j.1460-2466.1977.tb01816.x,https://academic.oup.com/joc/article/27/1/186/4553986,Gossip as Competition in Zinacantan,Journal of Communication,John Beard Haviland,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Haviland,John,male,0.99,218952,True,male,99,219085,Haviland,white,"1 John Beard Haviland is Research Fellow at the Department of Anthropology, Institute of Advanced Studies, The Australian National University, Canberra. His work in Zinacantan began in 1966 under the auspices of the Harvard Chiapas Project, and his book, Gossip, Reputation, and Knowledge in Zinacantan, is soon to be published by the University of Chicago Press. The author appreciates the comments on this article by Leslie K. Haviland and Roger M. Keesing",The Open University of Japan,https://ror.org/03jyr9x65,Education,,JP
10.1111/jcom.12302,https://academic.oup.com/joc/article/67/4/521/4642157,Networks and Innovation in the Production of Communication: Explaining Innovations in U.S. Electoral Campaigning From 2004 to 2012,Journal of Communication,Daniel Kreiss,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Daniel+Kreiss,Daniel,male,0.99,317409,True,male,99,257742,Kreiss,white,"1 School of Media and Journalism, University of North Carolina at Chapel Hill, NC 27514, USA",University of North Carolina at Chapel Hill,https://ror.org/0130frc33,Education,North Carolina,US
10.1111/j.1460-2466.2004.tb02636.x,https://academic.oup.com/joc/article/54/3/402/4102901,Evaluating the Effectiveness of Distance Learning: A Comparison Using Meta-Analysis,Journal of Communication,Michelle Mattrey,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michelle+Mattrey,Michelle,female,0.98,66334,True,female,97,66957,Mattrey,white,"2 Michelle Mattrey (MA, Cornell University) is a doctoral student in the Department of Communication, Pennsylvania State University",Pennsylvania State University,https://ror.org/04p491231,Education,Pennsylvania,US
10.1111/j.1460-2466.1997.tb02691.x,https://academic.oup.com/joc/article/47/1/20/4160276,Using Humorous Programs as a Vehicle for Humorous Commercials,Journal of Communication,Joe Bob Hester,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Joe+Hester,Joe,male,0.95,58829,True,male,97,69132,Hester,white,"5 Southwest Texas State University, TX, USA",Texas State University,https://ror.org/05h9q1g27,Education,Texas,US
10.1111/j.1460-2466.1978.tb01602.x,https://academic.oup.com/joc/article/28/2/90/4371696,Looking for Trouble,Journal of Communication,Elihu Katz,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Elihu+Katz,Elihu,male,0.94,47,True,male,97,74,Katz,white,"1 Elihu Katz is Director of the Communications Institute at the Hebrew University of Jerusalem. He is the first recipient of the “In Medias Res” award of DM 25,000 given for distinguished achievement in communications research by the Burda publishing group of the Federal Republic of Germany. Part of this article is taken from a lecture entitled “Looking for Trouble: Social Research on Broadcasting,” delivered in the eleventh series of BBC lunch-time lectures, February 25, 1977",The Institute of History of The Academy of Sciences of The Republic of Uzbekistan,https://ror.org/04g8kt609,Education,,UZ
10.1111/j.1753-9137.2012.01115.x,https://academic.oup.com/ccc/article/5/1/1/4055761,Virtual Materiality: Collectors and Collection in the Brazilian Music Blogosphere,"Communication, Culture and Critique",Lindsay Fullerton,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Lindsay+Fullerton,Lindsay,female,0.91,5934,True,female,94,10143,Fullerton,white,"1 Department of Media, Technology and Society, Northwestern University, Evanston, IL 60208, USA",University of Northwestern,https://ror.org/019t2rq07,Education,Minnesota,US
10.1093/ct/qtz032,https://academic.oup.com/ct/article/30/4/370/5807586,Theorizing Dependency Relations in Small Media,Communication Theory,Brian Semujju,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Brian+Semujju,Brian,male,0.99,51483,True,male,99,69588,Semujju,white,"Department of Journalism and Communication, Makerere University , Kampala,  Uganda",Makerere University,https://ror.org/03dmz0111,Education,,UG
10.1111/j.1460-2466.2006.00285.x,https://academic.oup.com/joc/article/56/suppl_1/S105/4102595,Persuasion According to the Unimodel: Implications for Cancer Communication,Journal of Communication,Xiaoyan Chen,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Xiaoyan+Chen,Xiaoyan,female,0.92,160,True,female,93,154,Chen,Asian,"1 Department of Psychology, University of Maryland at College Park, College Park, MD 20742-4411","University of Maryland, College Park",https://ror.org/047s2c258,Education,Maryland,US
10.1093/ct/qtaa029,https://academic.oup.com/ct/article/31/4/1002/6043687,Small Data Theorizing,Communication Theory,Vicki Mayer,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Vicki+Mayer,Vicki,female,0.96,3388,True,female,96,5715,Mayer,white,"Department of Communication, Tulane University , New Orleans, LA 70118,  USA",University of New Orleans,https://ror.org/034mtvk83,Education,Louisiana,US
10.1111/jcc4.12040,https://academic.oup.com/jcmc/article/19/2/215/4067534,"Peers, Predators, and Porn: Predicting Parental Underestimation of Children's Risky Online Experiences*",Journal of Computer-Mediated Communication,Theodore Lee,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Theodore+Lee,Theodore,male,0.98,2116,True,male,100,15900,Lee,Asian,"1 Cornell University, Communication, 314 Kennedy Hall, Ithaca, New York, 14853, United States",New York Hall of Science,https://ror.org/035j3m047,Archive,New York,US
10.1111/j.1083-6101.2007.00343.x,https://academic.oup.com/jcmc/article/12/2/652/4583063,From Shared Databases to Communities of Practice: A Taxonomy of Collaboratories,Journal of Computer-Mediated Communication,Jason Yerkie,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jason+Yerkie,Jason,male,0.99,63418,True,male,99,76567,Yerkie,white,5 Corporate Executive Board,Corporate Executive Board (United States),https://ror.org/01n5m5w72,Company,Virginia,US
10.1111/j.1460-2466.2002.tb02581.x,https://academic.oup.com/joc/article/52/4/922/4110055,Counteracting the Effects of Female Stereotypes on Television via Active Mediation,Journal of Communication,Jocelyn McGee,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jocelyn+McGee,Jocelyn,female,0.59,4921,True,female,71,5313,Mcgee,black,3 Jocelyn E. McGee is an elementary schoolteacher for Teach for America in southern Louisiana and a graduate student at Louisiana State University,Teach For America,https://ror.org/009za6q24,Nonprofit,New York,US
10.1111/j.1460-2466.1969.tb00837.x,https://academic.oup.com/joc/article/19/2/157/4560980,The Effect of Visual Distraction upon Recall and Attitude Change,Journal of Communication,Linda M. Meador,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Linda+Meador,Linda,female,0.98,99198,True,female,97,68888,Meador,white,"2 Linda M. Meador received a Master of Arts Degree from Memphis State University in 1967. Miss Meador has taught at Stratford High School in Nashville, and is currently teaching psychology, forensics, and drama at Two Rivers High School in Nashville",University School of Nashville,https://ror.org/05s409k40,Education,Tennessee,US
10.1111/hcre.12021,https://academic.oup.com/hcr/article/40/2/262/4093741,Diagnostic Utility: Experimental Demonstrations and Replications of Powerful Question Effects in High-Stakes Deception Detection,Human Communication Research,David D. Clare,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Clare,David,male,0.99,501011,True,male,99,381770,Clare,white,"3 Department of Communication, Michigan State University, East Lansing, MI, 48823, USA,",Michigan State University,https://ror.org/05hs6h993,Education,,US
10.1093/ccc/tcy030,https://academic.oup.com/ccc/article/11/4/604/5173744,Rhetoric of Online Disability Activism: #CripTheVote and Civic Participation,"Communication, Culture and Critique",Benjamin W Mann,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Benjamin+Mann,Benjamin,male,0.99,62465,True,male,99,50718,Mann,white,"Department of Communication, University of Utah, Salt Lake City, Utah, UT, USA",Salt Lake Community College,https://ror.org/029z7h505,Education,Utah,US
10.1111/jcom.12259,https://academic.oup.com/joc/article/66/6/1007/4082403,A Bad Workman Blames His Tweets: The Consequences of Citizens' Uncivil Twitter Use When Interacting With Party Candidates,Journal of Communication,Yannis Theocharis,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Yannis+Theocharis,Yannis,male,0.98,3161,True,male,97,2200,Theocharis,white,"1 Mannheim Centre for European Social Research, University of Mannheim, Mannheim, 68159, Germany",Mannheim Centre for European Social Research,https://ror.org/05bv91d86,Education,,DE
10.1111/j.1083-6101.2011.01557.x,https://academic.oup.com/jcmc/article/17/1/60/4067665,New Media and the ‘Anchor Baby’ Boom,Journal of Computer-Mediated Communication,Gabe Ignatow,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Gabe+Ignatow,Gabe,male,0.93,832,True,male,97,2367,Ignatow,white,"1 Assistant Professor, Department of Sociology, University of North Texas",University of North Texas,https://ror.org/00v97ad02,Education,Texas,US
10.1111/j.1460-2466.2002.tb02552.x,https://academic.oup.com/joc/article/52/2/402/4110175,Moral Judgment and Crime Drama: An Integrated Theory of Enjoyment,Journal of Communication,Arthur A. Raney,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Arthur+Raney,Arthur,male,0.99,20587,True,male,99,20561,Raney,white,"1 Arthur A. Raney (PhD, University of Alabama) is an assistant professor in the Department of Communication at Florida State University",University of Florida,https://ror.org/02y3ad647,Education,,US
10.1111/j.1468-2958.2011.01412.x,https://academic.oup.com/hcr/article/37/4/488/4107519,The Impact of Adolescents' News and Action Movie Viewing on Risky Driving Behavior: A Longitudinal Study,Human Communication Research,Jan Van den Bulck,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jan+Bulck,Jan,male,0.95,142869,True,male,92,104026,Bulck,white,"1 Leuven School for Mass Communication Research, Katholieke Universiteit Leuven, 3000 Leuven, Belgium",KU Leuven,https://ror.org/05f950310,Education,,BE
10.1111/j.1460-2466.1991.tb02292.x,https://academic.oup.com/joc/article/41/1/53/4210033,"Class, Genre, and the Regionalization of Television Programming in the Dominican Republic",Journal of Communication,Joseph D. Straubhaar,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Joseph+Straubhaar,Joseph,male,0.99,60259,True,male,99,63161,Straubhaar,white,"1 Joseph D. Straubhaar is Associate Professor and Gloria M. Viscasillas is a Ph.D. candidate, both in the Department of Telecommunication, Michigan State University.",Łukasiewicz Research Network - Institute of Welding,https://ror.org/05xx8bb48,Facility,,PL
10.1093/ccc/tcaa007,https://academic.oup.com/ccc/article/13/2/249/5855835,“How Do We Live Together Without Killing Each Other?” Indigenous and Feminist Perspectives on Relationality,"Communication, Culture and Critique",Deb Verhoeven,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Deb+Verhoeven,Deb,female,0.91,2468,True,female,93,4563,Verhoeven,white,"Department of Women's and Gender Studies and the Office of Interdisciplinary Studies,  University of Alberta , Edmonton, Alberta T6G 2R3,  Canada",Alberta Hospital Edmonton,https://ror.org/03nw9hs25,Healthcare,Alberta,CA
10.1111/j.1460-2466.1961.tb00342.x,https://academic.oup.com/joc/article/11/3/129/4587347,Prediction in Interpersonal Communication,Journal of Communication,David H. Jenkins,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Jenkins,David,male,0.99,501011,True,male,99,381770,Jenkins,white,"1 Mr. Jenkins is Director of the Group Dynamics Center, Temple University",Office of the Director,https://ror.org/00fj8a872,Other,Maryland,US
10.1111/j.1460-2466.1980.tb01974.x,https://academic.oup.com/joc/article/30/2/121/4371915,Detecting Deception in Children,Journal of Communication,Robert S. Feldman,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Robert+Feldman,Robert,male,0.99,177418,True,male,99,145540,Feldman,white,"1 Both in the Department of Psychology at the University of Massachusetts, Amherst",University of Massachusetts Amherst,https://ror.org/0072zz521,Education,,US
