authorIndex,doi,year,journal,authorPosition,countrypred,genderpred,racepred,afftypepred
5414,joavskromjfpdegwttwm,2003,Journal of Communication,4.0,US,M,White,Non Education
5415,abtbuclrvpfuniledqro,1986,Journal of Communication,2.0,IL,F,Hispanic,Education
5416,ghbeoagughyqigcjsqhf,2001,Journal of Computer-Mediated Communication,1.0,US,F,White,Education
5417,ugfjhwwuorpxagbinvmr,2013,Journal of Communication,3.0,AU,M,White,Education
5418,uadyuildoqvpmvjegush,1978,Journal of Communication,1.0,US,M,White,Education
5419,xugdmyiixdlbgskxacwj,1985,Journal of Communication,1.0,US,F,White,Education
5420,ocjolwqourtscnmnydks,2017,Communication Theory,3.0,NL,M,White,Education
5421,rafrbaiqgesddaxjjzwm,2021,Journal of Communication,3.0,US,F,White,Education
5422,lgbrpbrgflcuoxzdextg,1985,Human Communication Research,2.0,US,M,White,Education
5423,nipjcpxygqoazcovhglq,1977,Journal of Communication,1.0,US,M,White,Education
5424,kteimkdekodoomkdvwsr,2007,Communication Theory,1.0,CH,M,White,Education
5425,yteesgvivcswgkqlvpqa,2000,Journal of Communication,2.0,ES,M,Hispanic,Education
5426,avowhmxxyxqahefecdld,1996,Journal of Communication,2.0,US,M,White,Education
5427,dhqhbleokfoaxjysnetr,1976,Human Communication Research,3.0,US,M,White,Education
5428,bakgfzkhvkyjxdcmfbjl,2018,Journal of Computer-Mediated Communication,3.0,NL,F,White,Education
5429,ulmmabrhferpowixoxrz,1962,Journal of Communication,1.0,US,M,White,Education
5430,xfsnwgmfksewrwxgiasb,1976,Human Communication Research,1.0,US,M,White,Education
5431,zjfbgpttpulblecyawqd,2015,Journal of Communication,3.0,SG,F,White,Education
5432,ehwwvuvudkdockzkwnpe,2011,Human Communication Research,8.0,JP,F,Asian,Education
5433,tzjflkiibivdjijjhbul,1957,Journal of Communication,3.0,US,M,White,Education
5434,lduyfiqrsqbsjbkvvpdk,1995,Journal of Computer-Mediated Communication,1.0,US,F,White,Education
5435,nepsndjpeaqaxzwucdmx,2010,Journal of Communication,3.0,US,M,Asian,Education
5436,utvigmnveqcifwyvbvcj,1986,Human Communication Research,1.0,US,F,White,Education
5437,sfzicflnjmghclqnttgn,2020,Journal of Communication,4.0,DE,M,White,Education
5438,dkiqpwcicqbgeqxqlawg,2019,"Communication, Culture and Critique",1.0,US,M,White,Education
5439,icpecwuezlhzbmpftrpq,2005,Journal of Computer-Mediated Communication,1.0,US,F,White,Education
5440,gpbuihkiwkjixdbzbfez,1996,Journal of Communication,3.0,US,M,White,Education
5441,skcyvfcobociexobsfoz,1991,Communication Theory,1.0,US,M,White,Education
5442,ayiymfsizpcqvvwianhb,2009,Human Communication Research,2.0,US,M,White,Education
5443,fxyaeppniepkgsvozxlj,2004,Communication Theory,2.0,US,M,White,Education
5444,wlddnxjsdwwsnysgkypt,2014,Journal of Computer-Mediated Communication,2.0,US,F,Asian,Education
5445,sphrflcxqgrxmrzcwfwp,2013,Journal of Communication,7.0,US,M,White,Education
5446,gmoahbiiewktlleiygpl,1984,Journal of Communication,3.0,US,M,White,Education
5447,nvralyiykhjpfghfomrr,1995,Journal of Communication,1.0,US,M,White,Education
5448,zkcbzmyswhlzcevplhci,1990,Journal of Communication,1.0,US,M,White,Education
5449,louoxvbkmcimrwjjbbwy,2015,Journal of Computer-Mediated Communication,1.0,US,F,White,Education
5450,iavepofvjngfqogtswzd,2016,Journal of Computer-Mediated Communication,3.0,NL,F,White,Education
5451,yhattlkbvykbviiavdfr,1980,Journal of Communication,1.0,US,M,White,Education
5452,tzwsslghvprwfhyclxpb,2014,Communication Theory,3.0,BE,M,White,Education
5453,ttqsjoawaphqvdanwpei,2018,"Communication, Culture and Critique",2.0,US,M,Asian,Education
5454,mjhlqbxxtpaghmmlfaxx,1994,Communication Theory,1.0,CA,M,White,Education
5455,vftufuzswfcnxtgnfqvp,2005,Journal of Computer-Mediated Communication,3.0,US,F,Asian,Education
5456,fwpwofxuutlupfftimmq,2012,Journal of Communication,2.0,KR,F,Asian,Education
5457,peuddqjcaereeeebbnhe,2001,Journal of Communication,3.0,CN,M,Asian,Education
5458,xurrhbohppmwiukzdyej,2022,Journal of Communication,4.0,DE,M,White,Education
5459,usvjzwgmemkobojyfrsf,2013,Journal of Communication,1.0,US,F,White,Education
5460,sxuqxlctqndurhpvyuyd,1985,Human Communication Research,1.0,US,M,White,Education
5461,zesquelsfezmlohgtzbt,1993,Communication Theory,3.0,US,M,White,Education
5462,okcnakmpeywwrdnywvnh,1977,Journal of Communication,3.0,US,M,White,Education
5463,jtvugcbdbpsoqcqkbabv,1952,Journal of Communication,1.0,US,M,White,Education
5464,rzsexofsfkcfrcpfwikq,1999,Human Communication Research,1.0,US,F,White,Education
5465,dtcsfidnhargvpsuheio,1979,Journal of Communication,1.0,US,M,White,Education
5466,rtalyvjtfbnwpernwann,2016,Human Communication Research,1.0,US,M,White,Education
5467,zgrvblqzkrcvlzsolwcp,2015,Journal of Computer-Mediated Communication,1.0,NL,M,Indigenous,Education
5468,elqziwlfkickbzhbkmkk,2016,Journal of Communication,1.0,US,F,White,Education
5469,fcwhibjlcmpoetgchymm,1959,Journal of Communication,1.0,US,M,White,Education
5470,nvahmzpahumllbbryfxh,1999,Human Communication Research,1.0,US,M,White,Education
5471,hmohqsejwlrumorlcrcz,1999,Communication Theory,1.0,US,F,White,Education
5472,tnenrdljurluxzoknqnj,2015,Journal of Computer-Mediated Communication,1.0,US,M,White,Education
5473,odmevtwukudhlkjlgioj,2012,Journal of Communication,1.0,US,F,White,Education
5474,jtqhddabsggunjcjcfzf,2006,Communication Theory,3.0,US,F,White,Education
5475,rxmkrxnftvjljagmnxey,1993,Human Communication Research,1.0,US,M,White,Education
5476,xggmuozgywjzpwywtony,2004,Human Communication Research,4.0,GB,M,White,Education
5477,arijmrgrvvhmyhymraoq,2013,Journal of Computer-Mediated Communication,3.0,US,M,White,Non Education
5478,nsdbsyraimeeqgxmdiqn,2008,Human Communication Research,4.0,US,M,White,Education
5479,qgmvbfbecswigawwckpf,2008,Communication Theory,3.0,US,F,White,Education
5480,qgxfizlnsjhgsurnbyet,1993,Journal of Communication,1.0,US,M,White,Education
5481,vtesgcncrmpwqrxwuvoq,2016,Communication Theory,1.0,US,F,White,Education
5482,kkthgotbgcekzuopeteu,2015,Journal of Computer-Mediated Communication,1.0,NL,F,White,Education
5483,wihqsnotltfnaabnzhea,2013,Journal of Computer-Mediated Communication,3.0,US,M,Asian,Education
5484,zjlmnagqavadgzmmcjkv,2007,Journal of Communication,3.0,US,M,White,Non Education
5485,huaeazbwgxwugwaaqecm,1979,Journal of Communication,1.0,US,F,White,Education
5486,vwnolwtkyndzscohclny,2018,Communication Theory,1.0,US,M,White,Education
5487,bukeesxdditdkyaeogkj,1987,Journal of Communication,4.0,US,M,Black,Education
5488,wihqsnotltfnaabnzhea,2013,Journal of Computer-Mediated Communication,5.0,US,M,White,Education
5489,ehwwvuvudkdockzkwnpe,2011,Human Communication Research,3.0,US,F,White,Education
5490,shloqnqggvpgkncdzlod,2005,Human Communication Research,1.0,US,F,White,Education
5491,bpojthbfboogwmeqyeld,1988,Journal of Communication,2.0,GB,M,White,Education
5492,zdwrruijlfrjyrzudccw,1976,Journal of Communication,1.0,US,M,White,Education
5493,syhcjokhihwllpguixvn,2015,Journal of Communication,1.0,US,M,Asian,Education
5494,vxirpdwuzhphxrfxaobj,2016,Communication Theory,1.0,DK,M,White,Education
5495,jfvnvsllylhevsyaznzl,2021,Journal of Communication,5.0,US,F,White,Education
5496,nyguzqfpeufxzxxtccak,2013,Journal of Computer-Mediated Communication,1.0,US,F,White,Education
5497,oywjuuhgnaebfxyamdns,1984,Human Communication Research,2.0,US,F,White,Education
5498,unnkwkrbkttjuilvufki,1977,Journal of Communication,4.0,US,M,White,Education
5499,jlnnierijxeczxzoqkfp,2017,"Communication, Culture and Critique",1.0,US,F,Asian,Education
5500,lrkhziryqaitvapostcp,2002,Journal of Communication,2.0,US,M,White,Education
5501,udcjipvgfidrjgwakjkq,2008,Journal of Computer-Mediated Communication,5.0,US,F,White,Education
5502,avqiparyspldgxmtyegm,1993,Journal of Communication,2.0,US,M,White,Education
5503,zqjmzabomsmccikwrdpc,2012,Journal of Computer-Mediated Communication,1.0,KR,M,Asian,Education
5504,ysyvjcuujfsgbdatxifo,1999,Human Communication Research,1.0,US,M,White,Education
5505,dwbddnehgimwqpftbmrr,1991,Journal of Communication,1.0,US,F,White,Education
5506,bjippzomexlipggupqnk,2020,Human Communication Research,2.0,US,M,Asian,Education
5507,onmevgrqzhuzundfylvw,2005,Human Communication Research,2.0,AU,F,White,Education
5508,nvxlksijnbrsiejpbcux,1999,Journal of Communication,4.0,US,M,Asian,Education
5509,ppafoqahsqztdwltyaag,1991,Journal of Communication,2.0,US,F,White,Education
5510,vqhajbhzljbsxrafeyvr,2014,Journal of Computer-Mediated Communication,1.0,US,F,White,Education
5511,nusssarvlmwoegimvdfy,2007,Journal of Computer-Mediated Communication,2.0,US,M,White,Education
5512,cfeswxypjniwwxztgoeb,1983,Human Communication Research,1.0,US,M,White,Education
5513,iahipenfzuajsesrattg,2021,Journal of Communication,35.0,DE,F,White,Education
5514,iahipenfzuajsesrattg,2021,Journal of Communication,13.0,DE,M,White,Non Education
5515,fhsdqbgvleujdcenuobi,1981,Human Communication Research,2.0,US,M,White,Education
5516,kaucmhrcobocziohnyiw,2021,Journal of Communication,8.0,BR,F,Hispanic,Non Education
5517,aimutftolzrkiepvicxp,2018,"Communication, Culture and Critique",1.0,US,M,White,Education
5518,woyrxsurqgdaenkfxxis,2003,Communication Theory,1.0,US,M,Asian,Education
5519,fohfaduwbkzgrazzcndy,1981,Journal of Communication,1.0,US,F,White,Education
5520,ttveklpwsfsiosgrhhpf,2016,Journal of Communication,4.0,DE,M,White,Education
5521,pytuzzzxoljcjvadyexx,1993,Journal of Communication,1.0,US,M,White,Education
5522,rjzxjydjxkpslgkajzng,2008,Journal of Communication,2.0,US,F,Asian,Education
5523,scpjjhfrfocxvehygpce,2015,Journal of Communication,1.0,US,M,Asian,Education
5524,ketfuiprkskfhvohnnse,1982,Journal of Communication,1.0,FR,F,White,Education
5525,rjvntftbpphazpnzujfc,1985,Journal of Communication,1.0,US,M,White,Non Education
5526,sebgogsjnqmciwadylzd,2017,Journal of Computer-Mediated Communication,4.0,US,M,White,Education
5527,jyaffgmgmqaclhipisnr,1993,Human Communication Research,2.0,US,F,White,Education
5528,hruxiaitaabjzxnrujwk,1981,Human Communication Research,2.0,US,M,Asian,Education
5529,gukhajwhhcymlxjcehcj,2008,Journal of Communication,2.0,CY,F,White,Education
5530,snluiyttksnbgwrdhacm,1992,Communication Theory,1.0,US,M,White,Education
5531,rbyiuhaxabgsqndqaqav,2021,Journal of Computer-Mediated Communication,1.0,SG,M,Asian,Education
5532,ebcoheefreykpabfhcql,1981,Journal of Communication,1.0,CA,M,White,Education
5533,fmlxzisbrtlcfgpvvlxm,1998,Human Communication Research,1.0,US,F,White,Education
5534,ujtljtjwbfgdmjidgtgd,1984,Human Communication Research,4.0,US,M,White,Education
5535,gwzpiflelhiuddwevhve,2021,Journal of Communication,5.0,DE,F,White,Education
5536,bcoxjkbkrhkkdtejtilp,2012,Journal of Communication,2.0,US,M,White,Education
5537,fgutxxvqrmqqoybyeznc,1993,Communication Theory,1.0,US,F,White,Education
5538,pgvzfeprqwmpsvcvwpxk,1979,Journal of Communication,4.0,US,M,White,Education
5539,szsjwkilkibfkeuqzryx,1987,Journal of Communication,3.0,US,M,White,Education
5540,cizrvktbgwwhlypiorzv,2012,Journal of Communication,1.0,NL,F,White,Education
5541,mgiktajqrrctfaqrdmfn,2012,Human Communication Research,1.0,US,F,White,Education
5542,eouthrwrteffuwdskeuh,2011,Human Communication Research,1.0,US,M,White,Education
5543,sxzlmyjihokxbnhwkudn,2017,Human Communication Research,1.0,KR,F,Asian,Education
5544,lqmbrwwffurdqakidsxg,1980,Journal of Communication,3.0,US,M,White,Education
5545,jfetbhsfzsguvwpdosbv,2020,Human Communication Research,3.0,US,F,Asian,Education
5546,hefkluoevnhsisqfrclz,1997,Journal of Computer-Mediated Communication,1.0,IL,M,White,Education
5547,abhtybvfujzjhzzfgolm,2019,Journal of Communication,5.0,US,F,Asian,Education
5548,nexzofzvqamirdhkbrhs,2019,Journal of Computer-Mediated Communication,7.0,US,F,Asian,Education
5549,mgtsirovbsmtntzxzpoz,1995,Human Communication Research,1.0,US,M,White,Education
5550,bznnzonhejaapgpvaijx,2014,Journal of Communication,1.0,DE,F,White,Education
5551,gmgixrwmoyuqvbquorkt,2000,Journal of Communication,1.0,GB,F,White,Education
5552,sqyehdgghjamgcidojbh,2015,"Communication, Culture and Critique",4.0,US,F,White,Education
5553,offkeosloiovbnizshne,2021,Communication Theory,3.0,PH,F,White,Education
5554,upoamcuytbbzgrkhqiqc,2005,Human Communication Research,5.0,KR,F,Asian,Education
5555,ehwwvuvudkdockzkwnpe,2011,Human Communication Research,5.0,US,F,White,Education
5556,zcmqlgguowlnzgollcuf,1977,Human Communication Research,2.0,US,M,White,Education
5557,trnmkkjziczsleikmirw,2006,Journal of Computer-Mediated Communication,1.0,US,M,White,Education
5558,pykjhhgwlwkyfhhplmae,2013,Journal of Communication,2.0,US,M,White,Education
5559,nkkanzugpnvlaglidfop,2020,Journal of Communication,1.0,GB,F,Middle Eastern,Education
5560,qxvgjmlnnurwwsjqmgmz,2004,Human Communication Research,8.0,US,M,White,Education
5561,bvpoovvcqxqagwlejeez,2001,Human Communication Research,1.0,US,F,White,Education
5562,wectjodthwtflxzvrsrn,2020,Human Communication Research,1.0,US,M,White,Education
5563,dupcyakmbqfzcjcragkr,1977,Human Communication Research,2.0,US,M,White,Education
5564,spyicnckzduzugafnrox,1989,Journal of Communication,1.0,US,M,White,Education
5565,liauskjpttgrihjydjwe,2018,Journal of Communication,2.0,US,M,Hispanic,Education
5566,ulakfkatvngyuspsqnjl,2007,Journal of Communication,2.0,US,M,Asian,Education
5567,jsyhuwejinuhvfbegehh,2021,Human Communication Research,3.0,AU,F,White,Education
5568,fcelbzjvllkgndbmdcly,2021,Journal of Communication,5.0,GB,M,White,Education
5569,hwpveobfiojogekigvvv,2007,Journal of Computer-Mediated Communication,1.0,JP,M,Asian,Education
5570,ukfeawzocgbroabdnnpu,2016,Journal of Communication,1.0,PH,F,Asian,Education
5571,spyicnckzduzugafnrox,1989,Journal of Communication,2.0,US,F,White,Education
5572,gjjynphqsrobmkutgyyw,2005,Journal of Communication,2.0,US,M,White,Education
5573,djayxihjyqpczcefuqcx,2001,Journal of Communication,2.0,US,M,White,Education
5574,sgcqahttbletrnabiqqd,2017,"Communication, Culture and Critique",2.0,US,F,Asian,Education
5575,axnzaydeztgnljjbhoyk,1993,Journal of Communication,2.0,US,M,White,Education
5576,ijjlrbpmmfvdqzqxsolr,2021,Communication Theory,1.0,DE,F,Asian,Education
5577,onjxmbpxorlccodlvphw,1994,Journal of Communication,2.0,US,M,White,Education
5578,osehjurjdyfplublvqru,2002,Human Communication Research,1.0,US,F,Asian,Education
5579,bcnjksutbtsccqftftzm,2016,Journal of Communication,1.0,US,M,White,Education
5580,sxiioznydrbtvrwrjdqz,2012,Communication Theory,2.0,US,M,White,Education
5581,bonlgivpphtgyjpafllb,1974,Human Communication Research,3.0,US,F,White,Education
5582,necmktuhnxegdhbrnimj,1978,Journal of Communication,1.0,US,M,White,Education
5583,ovawjxlnkilswpoxpylw,2015,Journal of Communication,2.0,US,M,Asian,Education
5584,cvwnzlndozokjdhbddpj,2011,Communication Theory,1.0,US,M,Hispanic,Education
5585,cilpnwofyslibwqlgjho,1985,Journal of Communication,1.0,US,M,White,Education
5586,jvaeknlzbwczoetwggmf,2017,Journal of Computer-Mediated Communication,2.0,US,M,White,Education
5587,congdcfrqpiyozkduhml,2000,Journal of Computer-Mediated Communication,3.0,US,F,White,Education
5588,awiatuhfyjesbdpjotnc,2005,Journal of Communication,2.0,US,F,White,Education
5589,teymwmodwejnlqiobzys,1998,Human Communication Research,1.0,AU,M,Asian,Education
5590,zkfthvempznrndaofcap,2012,Communication Theory,2.0,US,F,White,Education
5591,kdpsfxjaofjczlhecegd,1990,Journal of Communication,2.0,US,F,White,Education
5592,kobukqrnipuajrpunvxa,2011,Journal of Communication,4.0,UG,M,Black,Non Education
5593,uaslwgngilgqxwmpexpe,2008,"Communication, Culture and Critique",2.0,US,F,Asian,Education
5594,ozujukouezkdkiumpygm,1999,Journal of Computer-Mediated Communication,3.0,US,M,White,Education
5595,vzwjseftymhoweyytakp,1983,Human Communication Research,2.0,US,F,White,Education
5596,yenscwmqnnwjfzutwfph,1972,Journal of Communication,2.0,US,M,White,Non Education
5597,izrbhdekxgjowpcemwut,1997,Journal of Communication,1.0,US,M,White,Education
5598,congdcfrqpiyozkduhml,2000,Journal of Computer-Mediated Communication,5.0,US,F,White,Non Education
5599,pkxcecvsbddxmgkpxlxx,2020,Journal of Communication,2.0,NL,M,White,Education
5600,lrlrbejrxqlqnhludfsd,1986,Human Communication Research,2.0,US,M,White,Education
5601,ertuxumdwtqmjwbbyozw,2012,Journal of Communication,6.0,US,M,White,Education
5602,kkluwanypdjetnmoadpd,1976,Journal of Communication,1.0,US,M,White,Education
5603,ltsmthdzpkglkjlphfxz,1976,Journal of Communication,1.0,IL,M,White,Education
5604,ftntlewvobxgelrouozo,1985,Human Communication Research,4.0,PH,M,White,Education
5605,wvsnblmexqcwgdffamjh,2006,Journal of Communication,1.0,US,F,Asian,Education
5606,quucwuafhajziivkscxd,2015,Human Communication Research,3.0,US,F,White,Education
5607,xxaqosdhuuyqvyryqxxd,2002,Human Communication Research,2.0,US,M,White,Education
5608,ppyamfzgxekclmcogrfp,2016,"Communication, Culture and Critique",2.0,IL,F,White,Education
5609,ilerxwjjbmierufplnva,2018,"Communication, Culture and Critique",1.0,US,F,White,Education
5610,udajdssgcymfvrkypdym,1991,Journal of Communication,1.0,US,F,White,Education
5611,qeswrtsfzdbtjnlpjzgn,2020,Journal of Communication,4.0,US,F,White,Education
5612,iqvyjyeclsrzqehjigdf,2018,Human Communication Research,2.0,US,F,White,Education
5613,xozwqzjmbpuniuinkxct,2017,Journal of Communication,8.0,DE,F,White,Education
5614,horchojcwmaxtjyglymb,1976,Journal of Communication,1.0,US,M,White,Education
5615,xlhmibxaoswivoxobpcc,2009,Journal of Computer-Mediated Communication,2.0,US,F,Asian,Education
5616,rfhmlrdoeystcyunazcq,1978,Journal of Communication,3.0,US,M,White,Education
5617,khrcrftpndyojcjxbgha,2020,Journal of Communication,2.0,US,F,Asian,Education
5618,uncojdxgkqfczcyzjmjo,2021,Journal of Communication,5.0,US,M,Asian,Education
5619,fgmouggtbtccwaksusbo,2013,Journal of Communication,2.0,US,F,White,Education
5620,wkdywreymjiybdkswinh,2009,Journal of Computer-Mediated Communication,1.0,US,M,White,Education
5621,dzvcnicifaktjfrzrxfg,1977,Journal of Communication,2.0,US,F,White,Non Education
5622,xbiayiliuzhldbyemtnt,2000,Human Communication Research,2.0,NL,M,White,Education
5623,igusbpjfztujwnjjlgfd,2011,Journal of Computer-Mediated Communication,4.0,NL,M,White,Education
5624,jkblcmwhkszymuwgygtz,1977,Human Communication Research,1.0,PH,M,White,Education
5625,codoxnzrgjkffqcdhqsn,2007,Journal of Communication,2.0,US,M,White,Education
5626,zucphqkwelhjuoclgylh,2012,Journal of Computer-Mediated Communication,2.0,TW,F,Asian,Education
5627,rvzwlwkyirszheqxkaot,2004,Communication Theory,1.0,US,M,White,Education
5628,ztgrgjvgufhykhbuuntg,2002,Human Communication Research,3.0,US,F,Asian,Education
5629,sehjmbhomnxobdflrbob,1988,Human Communication Research,3.0,US,M,White,Education
5630,zxkuytyzghedwhvpyrbz,1976,Journal of Communication,1.0,US,M,White,Education
5631,vkbobtjvfcwnieraljnp,1976,Human Communication Research,1.0,US,M,White,Education
5632,titfjalnjlcsrhjbtweh,1969,Journal of Communication,3.0,US,M,White,Education
5633,qeobihreqhiksbhnrbko,1977,Journal of Communication,1.0,US,M,White,Education
5634,crvunbnznfwvhoapyrrl,2014,Journal of Computer-Mediated Communication,3.0,US,F,Hispanic,Education
5635,vumjoiftzcdlkjzxmcfl,1980,Human Communication Research,1.0,US,M,White,Education
5636,wljyinghglrhpatbqdsy,2006,Journal of Computer-Mediated Communication,1.0,US,M,White,Education
5637,ykddczxmeezwjpehjzkz,1978,Journal of Communication,3.0,US,M,White,Education
